id,duplicate_group,split
SYN-04519,200,train
SYN-04520,200,train
SYN-04521,1664,validation
SYN-04522,3249,train
SYN-04523,2482,test
SYN-04524,1665,train
SYN-04525,1666,validation
SYN-04526,262,train
SYN-04527,1667,test
SYN-04528,1668,test
SYN-04529,2404,validation
SYN-04530,1669,train
SYN-04531,2779,train
SYN-04532,36,train
SYN-04533,2771,train
SYN-04534,1670,test
SYN-04535,1671,train
SYN-04536,2079,train
SYN-04537,1672,train
SYN-04538,2482,test
SYN-04539,1673,train
SYN-04540,1190,train
SYN-04541,3189,validation
SYN-04542,4285,train
SYN-04543,1674,validation
SYN-04544,991,train
SYN-04545,3649,test
SYN-04546,298,validation
SYN-04547,2482,test
SYN-04548,1220,train
SYN-04549,924,validation
SYN-04550,1675,train
SYN-04551,354,test
SYN-04552,1676,train
SYN-04553,1677,test
SYN-04554,1678,train
SYN-04555,1831,test
SYN-04556,1679,train
SYN-04557,1680,validation
SYN-04558,1681,test
SYN-04559,752,train
SYN-04560,1682,train
SYN-04561,200,train
SYN-04562,2167,validation
SYN-04563,1683,validation
SYN-04564,1330,train
SYN-04565,1684,validation
SYN-04566,1685,train
SYN-04567,1686,train
SYN-04568,3471,validation
SYN-04569,1190,train
SYN-04570,1687,validation
SYN-04571,1061,test
SYN-04572,2790,test
SYN-04573,4064,train
SYN-04574,4043,train
SYN-04575,1688,train
SYN-04576,1689,validation
SYN-04577,1690,train
SYN-04578,3189,validation
SYN-04579,1691,validation
SYN-04580,634,train
SYN-04581,1190,train
SYN-04582,3021,train
SYN-04583,1153,train
SYN-04584,200,train
SYN-04585,343,train
SYN-04586,3189,validation
SYN-04587,786,train
SYN-04588,2575,validation
SYN-04589,1018,train
SYN-04590,2224,train
SYN-04591,2332,validation
SYN-04592,1692,validation
SYN-04593,4355,validation
SYN-04594,472,train
SYN-04595,1190,train
SYN-04596,102,train
SYN-04597,4043,train
SYN-04598,1693,train
SYN-04599,1694,validation
SYN-04600,3580,train
SYN-04601,1831,test
SYN-04602,1695,train
SYN-04603,1696,train
SYN-04604,1697,test
SYN-04605,3471,validation
SYN-04606,4335,train
SYN-04607,1698,train
SYN-04608,1699,train
SYN-04609,1762,train
SYN-04610,4289,train
SYN-04611,2117,train
SYN-04612,102,train
SYN-04613,1018,train
SYN-04614,928,train
SYN-04615,3249,train
SYN-04616,1700,test
SYN-04617,2032,train
SYN-04618,3264,test
SYN-04619,3495,train
SYN-04620,1701,train
SYN-04621,2313,test
SYN-04622,1702,train
SYN-04623,200,train
SYN-04624,3021,train
SYN-04625,1597,train
SYN-04626,1703,train
SYN-04627,2703,train
SYN-04628,1190,train
SYN-04629,3495,train
SYN-04630,1704,train
SYN-04631,3759,train
SYN-04632,1705,train
SYN-04633,1706,test
SYN-04634,1707,train
SYN-04635,1708,test
SYN-04636,1709,train
SYN-04637,1710,test
SYN-04638,1061,test
SYN-04639,3471,validation
SYN-04640,1711,test
SYN-04641,1712,train
SYN-04642,593,train
SYN-04643,1713,train
SYN-04644,2727,test
SYN-04645,1980,train
SYN-04646,2032,train
SYN-04647,1714,train
SYN-04648,2079,train
SYN-04649,3513,train
SYN-04650,3181,train
SYN-04651,1264,train
SYN-04652,735,validation
SYN-04653,1585,train
SYN-04654,1715,validation
SYN-04655,1716,train
SYN-04656,1717,train
SYN-04657,1190,train
SYN-04658,1190,train
SYN-04659,2032,train
SYN-04660,1955,train
SYN-04661,3249,train
SYN-04662,1718,train
SYN-04663,4355,validation
SYN-04664,1719,train
SYN-04665,3244,train
SYN-04666,1720,train
SYN-04667,1721,train
SYN-04668,1722,train
SYN-04669,1723,train
SYN-04670,1724,train
SYN-04671,1725,train
SYN-04672,2999,train
SYN-04673,1726,test
SYN-04674,472,train
SYN-04675,634,train
SYN-04676,1727,train
SYN-04677,1728,train
SYN-04678,1729,train
SYN-04679,3580,train
SYN-04680,634,train
SYN-04681,85,train
SYN-04682,1730,test
SYN-04683,1731,train
SYN-04684,1732,train
SYN-04685,1733,train
SYN-04686,1734,train
SYN-04687,1735,test
SYN-04688,2897,train
SYN-04689,3344,validation
SYN-04690,185,test
SYN-04691,1736,test
SYN-04692,1054,train
SYN-04693,49,train
SYN-04694,954,test
SYN-04695,1737,validation
SYN-04696,1738,validation
SYN-04697,2999,train
SYN-04698,1739,train
SYN-04699,3323,test
SYN-04700,1740,test
SYN-04701,3189,validation
SYN-04702,1741,train
SYN-04703,4045,train
SYN-04704,1742,test
SYN-04705,1743,train
SYN-04706,1744,train
SYN-04707,1745,train
SYN-04708,2999,train
SYN-04709,265,train
SYN-04710,786,train
SYN-04711,1746,train
SYN-04712,2032,train
SYN-04713,1747,train
SYN-04714,472,train
SYN-04715,1748,train
SYN-04716,1749,train
SYN-04717,1750,validation
SYN-04718,1751,train
SYN-04719,2949,test
SYN-04720,2032,train
SYN-04721,3060,test
SYN-04722,2436,train
SYN-04723,2349,train
SYN-04724,1752,train
SYN-04725,1319,train
SYN-04726,36,train
SYN-04727,1753,test
SYN-04728,1754,train
SYN-04729,991,train
SYN-04730,1755,test
SYN-04731,991,train
SYN-04732,1756,train
SYN-04733,4144,train
SYN-04734,2032,train
SYN-04735,49,train
SYN-04736,1757,train
SYN-04737,634,train
SYN-04738,3580,train
SYN-04739,1758,train
SYN-04740,271,test
SYN-04741,1759,train
SYN-04742,954,test
SYN-04743,1760,train
SYN-04744,1761,test
SYN-04745,3264,test
SYN-04746,1237,train
SYN-04747,3244,train
SYN-04748,2327,train
SYN-04749,200,train
SYN-04750,2032,train
SYN-04751,1762,train
SYN-04752,1763,train
SYN-04753,1764,train
SYN-04754,1375,train
SYN-04755,1765,train
SYN-04756,1766,train
SYN-04757,2032,train
SYN-04758,679,train
SYN-04759,4153,validation
SYN-04760,794,train
SYN-04761,1767,train
SYN-04762,1768,train
SYN-04763,4015,train
SYN-04764,1769,train
SYN-04765,3779,test
SYN-04766,4144,train
SYN-04767,3021,train
SYN-04768,644,test
SYN-04769,1770,train
SYN-04770,1718,train
SYN-04771,1771,train
SYN-04772,1772,train
SYN-04773,752,train
SYN-04774,3797,train
SYN-04775,3189,validation
SYN-04776,1773,train
SYN-04777,1774,train
SYN-04778,1775,validation
SYN-04779,2079,train
SYN-04780,4217,validation
SYN-04781,3244,train
SYN-04782,2805,train
SYN-04783,1776,train
SYN-04784,49,train
SYN-04785,1777,validation
SYN-04786,36,train
SYN-04787,1778,train
SYN-04788,1779,train
SYN-04789,2811,train
SYN-04790,1780,train
SYN-04791,1781,validation
SYN-04792,1782,train
SYN-04793,4043,train
SYN-04794,1302,train
SYN-04795,2032,train
SYN-04796,794,train
SYN-04797,1061,test
SYN-04798,1783,train
SYN-04799,1784,train
SYN-04800,3264,test
SYN-04801,49,train
SYN-04802,1785,train
SYN-04803,1786,train
SYN-04804,1787,train
SYN-04805,4382,train
SYN-04806,1788,train
SYN-04807,1789,train
SYN-04808,1790,train
SYN-04809,1583,train
SYN-04810,1791,train
SYN-04811,3797,train
SYN-04812,4263,train
SYN-04813,1792,validation
SYN-04814,1793,train
SYN-04815,2032,train
SYN-04816,1794,validation
SYN-04817,1263,train
SYN-04818,1795,train
SYN-04819,1796,train
SYN-04820,2032,train
SYN-04821,2079,train
SYN-04822,3912,train
SYN-04823,1797,test
SYN-04824,3744,test
SYN-04825,1798,train
SYN-04826,185,test
SYN-04827,1799,validation
SYN-04828,1190,train
SYN-04829,1800,train
SYN-04830,2032,train
SYN-04831,2541,validation
SYN-04832,1801,train
SYN-04833,1802,validation
SYN-04834,1803,train
SYN-04835,1804,train
SYN-04836,3264,test
SYN-04837,2313,test
SYN-04838,3556,train
SYN-04839,2032,train
SYN-04840,3495,train
SYN-04841,1805,train
SYN-04842,1018,train
SYN-04843,991,train
SYN-04844,1806,test
SYN-04845,1807,train
SYN-04846,1808,train
SYN-04847,1809,train
SYN-04848,1190,train
SYN-04849,634,train
SYN-04850,3272,train
SYN-04851,4064,train
SYN-04852,720,train
SYN-04853,3249,train
SYN-04854,1810,train
SYN-04855,1811,train
SYN-04856,1812,test
SYN-04857,49,train
SYN-04858,1813,test
SYN-04859,1814,train
SYN-04860,1815,train
SYN-04861,1816,train
SYN-04862,1817,train
SYN-04863,3189,validation
SYN-04864,634,train
SYN-04865,551,train
SYN-04866,1818,train
SYN-04867,3797,train
SYN-04868,4196,train
SYN-04869,1819,train
SYN-04870,1820,train
SYN-04871,1821,train
SYN-04872,4326,train
SYN-04873,19,train
SYN-04874,1822,train
SYN-04875,93,train
SYN-04876,2482,test
SYN-04877,1823,train
SYN-04878,1824,train
SYN-04879,1190,train
SYN-04880,1825,train
SYN-04881,1831,test
SYN-04882,472,train
SYN-04883,1826,train
SYN-04884,3189,validation
SYN-04885,1827,train
SYN-04886,1828,test
SYN-04887,1829,validation
SYN-04888,1830,test
SYN-04889,1,train
SYN-04890,2313,test
SYN-04891,1831,test
SYN-04892,1942,train
SYN-04893,1832,train
SYN-04894,3244,train
SYN-04895,2436,train
SYN-04896,1330,train
SYN-04897,1404,validation
SYN-04898,1833,validation
SYN-04899,3189,validation
SYN-04900,402,train
SYN-04901,1834,test
SYN-04902,1835,train
SYN-04903,1836,validation
SYN-04904,794,train
SYN-04905,1837,train
SYN-04906,2079,train
SYN-04907,1838,train
SYN-04908,3742,validation
SYN-04909,1263,train
SYN-04910,49,train
SYN-04911,1839,train
SYN-04912,4570,train
SYN-04913,3189,validation
SYN-04914,1840,train
SYN-04915,1841,train
SYN-04916,2482,test
SYN-04917,1190,train
SYN-04918,991,train
SYN-04919,200,train
SYN-04920,1842,train
SYN-04921,185,test
SYN-04922,3678,test
SYN-04923,1843,train
SYN-04924,1844,train
SYN-04925,2313,test
SYN-04926,49,train
SYN-04927,472,train
SYN-04928,3495,train
SYN-04929,1845,train
SYN-04930,3249,train
SYN-04931,239,train
SYN-04932,3570,train
SYN-04933,1846,test
SYN-04934,2032,train
SYN-04935,1847,train
SYN-04936,3580,train
SYN-04937,1848,train
SYN-04938,2584,train
SYN-04939,3264,test
SYN-04940,813,test
SYN-04941,1849,train
SYN-04942,1850,validation
SYN-04943,1851,train
SYN-04944,1852,train
SYN-04945,3742,validation
SYN-04946,3980,train
SYN-04947,2335,train
SYN-04948,3189,validation
SYN-04949,3580,train
SYN-04950,1107,test
SYN-04951,1853,train
SYN-04952,2327,train
SYN-04953,2369,train
SYN-04954,2079,train
SYN-04955,1854,train
SYN-04956,1855,train
SYN-04957,4559,train
SYN-04958,93,train
SYN-04959,343,train
SYN-04960,1856,validation
SYN-04961,2885,train
SYN-04962,1857,train
SYN-04963,3993,test
SYN-04964,4335,train
SYN-04965,1858,train
SYN-04966,3344,validation
SYN-04967,2482,test
SYN-04968,3971,train
SYN-04969,634,train
SYN-04970,1330,train
SYN-04971,1859,validation
SYN-04972,1330,train
SYN-04973,991,train
SYN-04974,1860,validation
SYN-04975,1330,train
SYN-04976,2482,test
SYN-04977,1861,train
SYN-04978,2482,test
SYN-04979,1862,train
SYN-04980,4555,train
SYN-04981,3021,train
SYN-04982,1863,validation
SYN-04983,1864,train
SYN-04984,102,train
SYN-04985,1865,validation
SYN-04986,1866,train
SYN-04987,1867,train
SYN-04988,239,train
SYN-04989,1868,train
SYN-04990,1869,train
SYN-04991,1870,test
SYN-04992,1871,test
SYN-04993,1872,train
SYN-04994,3877,validation
SYN-04995,1873,validation
SYN-04996,4045,train
SYN-04997,1125,train
SYN-04998,3528,train
SYN-04999,1874,train
SYN-05000,1875,train
SYN-05001,1263,train
SYN-05002,298,validation
SYN-05003,1876,train
SYN-05004,1877,train
SYN-05005,1878,test
SYN-05006,1879,test
SYN-05007,36,train
SYN-05008,1880,train
SYN-05009,1881,train
SYN-05010,1882,train
SYN-05011,2999,train
SYN-05012,1883,train
SYN-05013,3407,train
SYN-05014,1884,test
SYN-05015,910,validation
SYN-05016,1885,validation
SYN-05017,624,train
SYN-05018,1886,train
SYN-05019,1887,test
SYN-05020,1018,train
SYN-05021,3807,train
SYN-05022,1888,test
SYN-05023,1889,train
SYN-05024,1259,train
SYN-05025,1890,train
SYN-05026,2032,train
SYN-05027,1891,test
SYN-05028,1892,train
SYN-05029,93,train
SYN-05030,1893,train
SYN-05031,3344,validation
SYN-05032,1894,train
SYN-05033,634,train
SYN-05034,3797,train
SYN-05035,3264,test
SYN-05036,2482,test
SYN-05037,2999,train
SYN-05038,1895,test
SYN-05039,2369,train
SYN-05040,1896,train
SYN-05041,1897,train
SYN-05042,1898,train
SYN-05043,551,train
SYN-05044,1899,validation
SYN-05045,1900,test
SYN-05046,1712,train
SYN-05047,343,train
SYN-05048,1901,train
SYN-05049,677,train
SYN-05050,786,train
SYN-05051,1902,train
SYN-05052,1903,train
SYN-05053,3797,train
SYN-05054,4246,test
SYN-05055,3189,validation
SYN-05056,200,train
SYN-05057,1124,train
SYN-05058,1904,train
SYN-05059,3189,validation
SYN-05060,1476,train
SYN-05061,1905,test
SYN-05062,3244,train
SYN-05063,1906,test
SYN-05064,466,train
SYN-05065,2482,test
SYN-05066,1907,validation
SYN-05067,1908,validation
SYN-05068,4045,train
SYN-05069,2527,train
SYN-05070,3264,test
SYN-05071,1909,train
SYN-05072,1910,train
SYN-05073,3323,test
SYN-05074,1911,test
SYN-05075,4008,train
SYN-05076,1792,validation
SYN-05077,1912,train
SYN-05078,3249,train
SYN-05079,1913,train
SYN-05080,1914,train
SYN-05081,1915,validation
SYN-05082,1916,train
SYN-05083,1917,train
SYN-05084,2032,train
SYN-05085,3244,train
SYN-05086,1918,train
SYN-05087,1919,train
SYN-05088,2128,train
SYN-05089,4045,train
SYN-05090,3495,train
SYN-05091,630,train
SYN-05092,1920,train
SYN-05093,298,validation
SYN-05094,1524,train
SYN-05095,1921,train
SYN-05096,1922,validation
SYN-05097,1923,test
SYN-05098,2999,train
SYN-05099,200,train
SYN-05100,1924,train
SYN-05101,1925,test
SYN-05102,200,train
SYN-05103,1926,train
SYN-05104,1927,train
SYN-05105,1928,train
SYN-05106,1929,train
SYN-05107,1190,train
SYN-05108,36,train
SYN-05109,1190,train
SYN-05110,1930,train
SYN-05111,1931,test
SYN-05112,1932,validation
SYN-05113,1933,train
SYN-05114,3580,train
SYN-05115,1934,train
SYN-05116,1935,train
SYN-05117,1936,validation
SYN-05118,262,train
SYN-05119,3189,validation
SYN-05120,1937,train
SYN-05121,634,train
SYN-05122,3584,train
SYN-05123,1938,train
SYN-05124,551,train
SYN-05125,1939,train
SYN-05126,1940,train
SYN-05127,4263,train
SYN-05128,200,train
SYN-05129,4257,train
SYN-05130,2135,train
SYN-05131,1941,train
SYN-05132,2327,train
SYN-05133,1942,train
SYN-05134,1943,validation
SYN-05135,102,train
SYN-05136,1944,train
SYN-05137,1945,train
SYN-05138,1946,train
SYN-05139,2999,train
SYN-05140,1947,train
SYN-05141,3244,train
SYN-05142,36,train
SYN-05143,2117,train
SYN-05144,239,train
SYN-05145,1948,validation
SYN-05146,1949,train
SYN-05147,1950,train
SYN-05148,313,validation
SYN-05149,298,validation
SYN-05150,1951,train
SYN-05151,1952,train
SYN-05152,1953,train
SYN-05153,1954,train
SYN-05154,1955,train
SYN-05155,1956,train
SYN-05156,3277,test
SYN-05157,3021,train
SYN-05158,3249,train
SYN-05159,1957,train
SYN-05160,1585,train
SYN-05161,2482,test
SYN-05162,1831,test
SYN-05163,239,train
SYN-05164,2327,train
SYN-05165,1958,train
SYN-05166,1959,train
SYN-05167,1960,train
SYN-05168,2053,train
SYN-05169,200,train
SYN-05170,1961,train
SYN-05171,2032,train
SYN-05172,1962,test
SYN-05173,991,train
SYN-05174,2032,train
SYN-05175,1963,train
SYN-05176,1964,validation
SYN-05177,1965,train
SYN-05178,200,train
SYN-05179,36,train
SYN-05180,4366,train
SYN-05181,1966,test
SYN-05182,1967,train
SYN-05183,1968,train
SYN-05184,634,train
SYN-05185,1969,train
SYN-05186,4064,train
SYN-05187,1970,validation
SYN-05188,1971,train
SYN-05189,1972,train
SYN-05190,1973,train
SYN-05191,991,train
SYN-05192,4104,validation
SYN-05193,1974,train
SYN-05194,1975,test
SYN-05195,991,train
SYN-05196,1976,test
SYN-05197,1977,train
SYN-05198,1978,train
SYN-05199,3580,train
SYN-05200,1979,validation
SYN-05201,102,train
SYN-05202,1980,train
SYN-05203,1981,train
SYN-05204,2176,validation
SYN-05205,93,train
SYN-05206,991,train
SYN-05207,3471,validation
SYN-05208,458,test
SYN-05209,991,train
SYN-05210,1982,test
SYN-05211,67,train
SYN-05212,1983,train
SYN-05213,1984,train
SYN-05214,2369,train
SYN-05215,36,train
SYN-05216,893,train
SYN-05217,1985,train
SYN-05218,1836,validation
SYN-05219,1986,test
SYN-05220,19,train
SYN-05221,1330,train
SYN-05222,1987,validation
SYN-05223,1988,train
SYN-05224,3021,train
SYN-05225,1989,train
SYN-05226,1990,validation
SYN-05227,36,train
SYN-05228,460,validation
SYN-05229,1991,train
SYN-05230,1992,train
SYN-05231,4333,train
SYN-05232,3580,train
SYN-05233,3189,validation
SYN-05234,1993,test
SYN-05235,1994,train
SYN-05236,1995,train
SYN-05237,3264,test
SYN-05238,36,train
SYN-05239,1996,train
SYN-05240,1997,test
SYN-05241,1831,test
SYN-05242,1998,train
SYN-05243,472,train
SYN-05244,102,train
SYN-05245,1999,train
SYN-05246,4144,train
SYN-05247,19,train
SYN-05248,2000,train
SYN-05249,1634,validation
SYN-05250,3471,validation
SYN-05251,752,train
SYN-05252,2001,train
SYN-05253,991,train
SYN-05254,50,validation
SYN-05255,2002,train
SYN-05256,1153,train
SYN-05257,2839,train
SYN-05258,2003,train
SYN-05259,3189,validation
SYN-05260,2004,train
SYN-05261,2005,test
SYN-05262,2006,train
SYN-05263,87,validation
SYN-05264,2482,test
SYN-05265,2007,train
SYN-05266,36,train
SYN-05267,2008,validation
SYN-05268,2009,train
SYN-05269,3495,train
SYN-05270,2492,train
SYN-05271,4355,validation
SYN-05272,2482,test
SYN-05273,2313,test
SYN-05274,4045,train
SYN-05275,2010,train
SYN-05276,4263,train
SYN-05277,1330,train
SYN-05278,2482,test
SYN-05279,2011,train
SYN-05280,2012,test
SYN-05281,4153,validation
SYN-05282,2482,test
SYN-05283,2013,train
SYN-05284,2014,validation
SYN-05285,3495,train
SYN-05286,715,train
SYN-05287,4064,train
SYN-05288,3471,validation
SYN-05289,2999,train
SYN-05290,472,train
SYN-05291,2015,train
SYN-05292,102,train
SYN-05293,36,train
SYN-05294,1263,train
SYN-05295,2016,validation
SYN-05296,2017,train
SYN-05297,2018,train
SYN-05298,2019,train
SYN-05299,2020,train
SYN-05300,3797,train
SYN-05301,2021,train
SYN-05302,3244,train
SYN-05303,3797,train
SYN-05304,49,train
SYN-05305,991,train
SYN-05306,2022,train
SYN-05307,2023,test
SYN-05308,2024,validation
SYN-05309,2025,train
SYN-05310,2026,train
SYN-05311,2027,train
SYN-05312,1207,train
SYN-05313,813,test
SYN-05314,4043,train
SYN-05315,2028,validation
SYN-05316,2178,train
SYN-05317,2029,train
SYN-05318,2030,train
SYN-05319,3004,train
SYN-05320,2482,test
SYN-05321,1153,train
SYN-05322,185,test
SYN-05323,2031,train
SYN-05324,2079,train
SYN-05325,3580,train
SYN-05326,2032,train
SYN-05327,2033,test
SYN-05328,2034,validation
SYN-05329,2035,validation
SYN-05330,1190,train
SYN-05331,336,train
SYN-05332,2036,train
SYN-05333,2037,test
SYN-05334,4570,train
SYN-05335,428,test
SYN-05336,2038,train
SYN-05337,2039,train
SYN-05338,2040,train
SYN-05339,313,validation
SYN-05340,200,train
SYN-05341,3741,train
SYN-05342,2041,train
SYN-05343,130,train
SYN-05344,1190,train
SYN-05345,1831,test
SYN-05346,2042,test
SYN-05347,2999,train
SYN-05348,3244,train
SYN-05349,2043,test
SYN-05350,692,train
SYN-05351,2044,train
SYN-05352,2045,train
SYN-05353,2897,train
SYN-05354,2046,train
SYN-05355,837,train
SYN-05356,2047,train
SYN-05357,2048,train
SYN-05358,2049,validation
SYN-05359,2050,train
SYN-05360,2051,test
SYN-05361,4385,train
SYN-05362,185,test
SYN-05363,2052,validation
SYN-05364,3189,validation
SYN-05365,3570,train
SYN-05366,634,train
SYN-05367,2605,train
SYN-05368,2053,train
SYN-05369,2579,train
SYN-05370,4043,train
SYN-05371,3580,train
SYN-05372,3797,train
SYN-05373,3797,train
SYN-05374,2054,train
SYN-05375,4369,train
SYN-05376,2055,train
SYN-05377,1061,test
SYN-05378,2056,test
SYN-05379,2057,validation
SYN-05380,2058,validation
SYN-05381,1330,train
SYN-05382,2059,train
SYN-05383,2060,validation
SYN-05384,2061,train
SYN-05385,1438,train
SYN-05386,2062,train
SYN-05387,1061,test
SYN-05388,2063,train
SYN-05389,2064,train
SYN-05390,3819,validation
SYN-05391,3741,train
SYN-05392,3183,train
SYN-05393,2327,train
SYN-05394,93,train
SYN-05395,2032,train
SYN-05396,1190,train
SYN-05397,2065,train
SYN-05398,2066,train
SYN-05399,2067,train
SYN-05400,3344,validation
SYN-05401,2068,test
SYN-05402,2069,train
SYN-05403,2070,train
SYN-05404,2071,train
SYN-05405,2072,test
SYN-05406,200,train
SYN-05407,2073,test
SYN-05408,3264,test
SYN-05409,1492,test
SYN-05410,3797,train
SYN-05411,3412,train
SYN-05412,2074,train
SYN-05413,4434,train
SYN-05414,200,train
SYN-05415,2075,train
SYN-05416,2313,test
SYN-05417,2327,train
SYN-05418,3020,train
SYN-05419,924,validation
SYN-05420,1481,train
SYN-05421,634,train
SYN-05422,3918,train
SYN-05423,2076,test
SYN-05424,49,train
SYN-05425,2077,train
SYN-05426,2078,train
SYN-05427,2079,train
SYN-05428,200,train
SYN-05429,3021,train
SYN-05430,2080,validation
SYN-05431,2081,train
SYN-05432,200,train
SYN-05433,3471,validation
SYN-05434,1799,validation
SYN-05435,1190,train
SYN-05436,1330,train
SYN-05437,2082,train
SYN-05438,3021,train
SYN-05439,472,train
SYN-05440,1792,validation
SYN-05441,3328,train
SYN-05442,2482,test
SYN-05443,2083,train
SYN-05444,176,train
SYN-05445,2084,train
SYN-05446,2327,train
SYN-05447,2085,test
SYN-05448,2086,train
SYN-05449,2087,train
SYN-05450,2088,train
SYN-05451,2089,train
SYN-05452,2090,train
SYN-05453,2327,train
SYN-05454,2091,validation
SYN-05455,954,test
SYN-05456,2092,train
SYN-05457,49,train
SYN-05458,2093,test
SYN-05459,2094,validation
